"","sensor_id","city","day_of_week","hour","aqi","pm2.5_alt","temperature","humidity","pressure","time_stamp"
"1938","63581","EPA or BH","Sat",12,24,5.8,63,65.2,1011.881,"2023-07-22T12:00:00Z"
"1939","63581","EPA or BH","Sat",13,24,5.8,63.666,63.433,1012.304,"2023-07-22T13:00:00Z"
"1940","63581","EPA or BH","Sat",14,23,5.5,66.4,60.666,1012.523,"2023-07-22T14:00:00Z"
"1941","63581","EPA or BH","Sat",15,22,5.3,67.834,59.266,1012.628,"2023-07-22T15:00:00Z"
"1942","63581","EPA or BH","Sat",16,23,5.4,70.767,56.067,1012.428,"2023-07-22T16:00:00Z"
"1943","63581","EPA or BH","Sat",17,24,5.7,72.767,54.767,1012.191,"2023-07-22T17:00:00Z"
"1944","63581","EPA or BH","Sat",18,25,6.1,76.4,51.333,1012.102,"2023-07-22T18:00:00Z"
"1945","63581","EPA or BH","Sat",19,24,5.7,80.733,45.167,1011.467,"2023-07-22T19:00:00Z"
"1946","63581","EPA or BH","Sat",20,25,5.9,82.267,40.133,1011.185,"2023-07-22T20:00:00Z"
"1947","63581","EPA or BH","Sat",21,24,5.8,83.767,37.433,1011.035,"2023-07-22T21:00:00Z"
"1948","63581","EPA or BH","Sat",22,26,6.2,84.334,38.5,1010.577,"2023-07-22T22:00:00Z"
"1949","63581","EPA or BH","Sat",23,28,6.7,84.267,40.3,1010.037,"2023-07-22T23:00:00Z"
"1950","63599","EPA or BH","Sun",0,19,4.5,-233,51.6,561.731,"2023-07-16T00:00:00Z"
"1951","63599","EPA or BH","Sun",1,19,4.5,-233,61.2,565.545,"2023-07-16T01:00:00Z"
"1952","63599","EPA or BH","Sun",2,19,4.6,-233,66.267,566.434,"2023-07-16T02:00:00Z"
"1953","63599","EPA or BH","Sun",3,20,4.8,-233,78.533,567.187,"2023-07-16T03:00:00Z"
"1954","63599","EPA or BH","Sun",4,23,5.4,-233,90.367,564.415,"2023-07-16T04:00:00Z"
"1955","63599","EPA or BH","Sun",5,23,5.5,-233,99.9,551.273,"2023-07-16T05:00:00Z"
"1956","63599","EPA or BH","Sun",6,22,5.3,-233,100,528.393,"2023-07-16T06:00:00Z"
"1957","63599","EPA or BH","Sun",7,23,5.6,-233,100,524.619,"2023-07-16T07:00:00Z"
"1958","63599","EPA or BH","Sun",8,22,5.3,-233,100,497.498,"2023-07-16T08:00:00Z"
"1959","63599","EPA or BH","Sun",9,20,4.7,-233,100,481.476,"2023-07-16T09:00:00Z"
"1960","63599","EPA or BH","Sun",10,23,5.6,-233,100,453.569,"2023-07-16T10:00:00Z"
"1961","63599","EPA or BH","Sun",11,18,4.4,-233,100,483.821,"2023-07-16T11:00:00Z"
"1962","63599","EPA or BH","Sun",12,21,5,-233,100,501.295,"2023-07-16T12:00:00Z"
"1963","63599","EPA or BH","Sun",13,23,5.4,-233,100,486.048,"2023-07-16T13:00:00Z"
"1964","63599","EPA or BH","Sun",14,22,5.3,-233,100,457.89,"2023-07-16T14:00:00Z"
"1965","63599","EPA or BH","Sun",15,22,5.2,-233,100,432.959,"2023-07-16T15:00:00Z"
"1966","63599","EPA or BH","Sun",16,24,5.7,-233,96.167,525.917,"2023-07-16T16:00:00Z"
"1967","63599","EPA or BH","Sun",17,26,6.2,-233,79.9,567.635,"2023-07-16T17:00:00Z"
"1968","63599","EPA or BH","Sun",18,27,6.5,-233,58.534,556.214,"2023-07-16T18:00:00Z"
"1969","63599","EPA or BH","Sun",19,32,7.6,-233,46.7,554.964,"2023-07-16T19:00:00Z"
"1970","63599","EPA or BH","Sun",20,35,8.3,-233,42.567,560.193,"2023-07-16T20:00:00Z"
"1971","63599","EPA or BH","Sun",21,29,6.9,-233,43.2,560.829,"2023-07-16T21:00:00Z"
"1972","63599","EPA or BH","Sun",22,26,6.3,-233,45.5,560.983,"2023-07-16T22:00:00Z"
"1973","63599","EPA or BH","Sun",23,30,7.3,-233,48.6,561.666,"2023-07-16T23:00:00Z"
"1974","63599","EPA or BH","Mon",0,29,6.9,-233,59.167,565.305,"2023-07-17T00:00:00Z"
"1975","63599","EPA or BH","Mon",1,28,6.7,-233,70.367,568.541,"2023-07-17T01:00:00Z"
"1976","63599","EPA or BH","Mon",2,27,6.4,-233,84.666,567.33,"2023-07-17T02:00:00Z"
"1977","63599","EPA or BH","Mon",3,26,6.2,-233,94.733,557.516,"2023-07-17T03:00:00Z"
"1978","63599","EPA or BH","Mon",4,25,6,-233,97.367,554.951,"2023-07-17T04:00:00Z"
"1979","63599","EPA or BH","Mon",5,29,6.9,-233,99.9,545.75,"2023-07-17T05:00:00Z"
"1980","63599","EPA or BH","Mon",6,22,5.2,-233,99.934,543.764,"2023-07-17T06:00:00Z"
"1981","63599","EPA or BH","Mon",7,22,5.2,-233,99.066,552.266,"2023-07-17T07:00:00Z"
"1982","63599","EPA or BH","Mon",8,22,5.2,-233,99.733,544.699,"2023-07-17T08:00:00Z"
"1983","63599","EPA or BH","Mon",9,21,5.1,-233,98.934,558.383,"2023-07-17T09:00:00Z"
"1984","63599","EPA or BH","Mon",10,21,5.1,-233,100,554.34,"2023-07-17T10:00:00Z"
"1985","63599","EPA or BH","Mon",11,21,5.1,-233,100,544.168,"2023-07-17T11:00:00Z"
"1986","63599","EPA or BH","Mon",12,22,5.2,-233,100,534.848,"2023-07-17T12:00:00Z"
"1987","63599","EPA or BH","Mon",13,22,5.3,-233,100,536.532,"2023-07-17T13:00:00Z"
"1988","63599","EPA or BH","Mon",14,22,5.3,-233,100,537.218,"2023-07-17T14:00:00Z"
"1989","63599","EPA or BH","Mon",15,22,5.2,-233,97.367,556.29,"2023-07-17T15:00:00Z"
"1990","63599","EPA or BH","Mon",16,20,4.9,-233,89.967,566.371,"2023-07-17T16:00:00Z"
"1991","63599","EPA or BH","Mon",17,21,5.1,-233,68.267,564.163,"2023-07-17T17:00:00Z"
"1992","63599","EPA or BH","Mon",18,23,5.4,-233,53.266,560.279,"2023-07-17T18:00:00Z"
"1993","63599","EPA or BH","Mon",19,22,5.2,-233,44.334,564.76,"2023-07-17T19:00:00Z"
"1994","63599","EPA or BH","Mon",20,23,5.6,-233,41.333,565.774,"2023-07-17T20:00:00Z"
"1995","63599","EPA or BH","Mon",21,22,5.2,-233,42.466,564.658,"2023-07-17T21:00:00Z"
"1996","63599","EPA or BH","Mon",22,21,5,-233,44.567,563.633,"2023-07-17T22:00:00Z"
"1997","63599","EPA or BH","Mon",23,20,4.9,-233,45.534,562.852,"2023-07-17T23:00:00Z"
"1998","63599","EPA or BH","Tue",0,21,5,-233,50.4,562.854,"2023-07-18T00:00:00Z"
"1999","63599","EPA or BH","Tue",1,22,5.2,-233,60.867,565.838,"2023-07-18T01:00:00Z"
"2000","63599","EPA or BH","Tue",2,23,5.6,-233,72.434,568.09,"2023-07-18T02:00:00Z"
"2001","63599","EPA or BH","Tue",3,28,6.7,-233,87.133,566.358,"2023-07-18T03:00:00Z"
"2002","63599","EPA or BH","Tue",4,30,7.1,-233,93.6,562.177,"2023-07-18T04:00:00Z"
"2003","63599","EPA or BH","Tue",5,30,7.3,-233,95.7,561.342,"2023-07-18T05:00:00Z"
"2004","63599","EPA or BH","Tue",6,28,6.6,-233,98.067,559.726,"2023-07-18T06:00:00Z"
"2005","63599","EPA or BH","Tue",7,28,6.6,-233,100,556.763,"2023-07-18T07:00:00Z"
"2006","63599","EPA or BH","Tue",8,28,6.6,-233,100,551.196,"2023-07-18T08:00:00Z"
"2007","63599","EPA or BH","Tue",9,28,6.6,-233,100,550.084,"2023-07-18T09:00:00Z"
"2008","63599","EPA or BH","Tue",10,25,6.1,-233,100,549.558,"2023-07-18T10:00:00Z"
"2009","63599","EPA or BH","Tue",11,25,6,-233,100,548.798,"2023-07-18T11:00:00Z"
"2010","63599","EPA or BH","Tue",12,25,5.9,-233,100,549.283,"2023-07-18T12:00:00Z"
"2011","63599","EPA or BH","Tue",13,25,5.9,-233,100,544.367,"2023-07-18T13:00:00Z"
"2012","63599","EPA or BH","Tue",14,25,5.9,-233,100,539.464,"2023-07-18T14:00:00Z"
"2013","63599","EPA or BH","Tue",15,24,5.7,-233,99.434,553.402,"2023-07-18T15:00:00Z"
"2014","63599","EPA or BH","Tue",16,25,5.9,-233,87.567,566.361,"2023-07-18T16:00:00Z"
"2015","63599","EPA or BH","Tue",17,23,5.5,-233,71,565.432,"2023-07-18T17:00:00Z"
"2016","63599","EPA or BH","Tue",18,22,5.3,-233,59.666,562.1,"2023-07-18T18:00:00Z"
"2017","63599","EPA or BH","Tue",19,21,5.1,-233,51.1,560.768,"2023-07-18T19:00:00Z"
"2018","63599","EPA or BH","Tue",20,25,6,-233,49.133,561.399,"2023-07-18T20:00:00Z"
"2019","63599","EPA or BH","Tue",21,35,8.4,-233,54.534,562.986,"2023-07-18T21:00:00Z"
"2020","63599","EPA or BH","Tue",22,36,8.6,-233,62.467,565.601,"2023-07-18T22:00:00Z"
"2021","63599","EPA or BH","Tue",23,39,9.4,-233,70.733,567.519,"2023-07-18T23:00:00Z"
"2022","63599","EPA or BH","Wed",0,43,10.3,-233,77.467,568.124,"2023-07-19T00:00:00Z"
"2023","63599","EPA or BH","Wed",1,43,10.3,-233,81.367,568.254,"2023-07-19T01:00:00Z"
"2024","63599","EPA or BH","Wed",2,52,12.4,-233,88.334,566.975,"2023-07-19T02:00:00Z"
"2025","63599","EPA or BH","Wed",3,49,11.8,-233,96.1,561.286,"2023-07-19T03:00:00Z"
"2026","63599","EPA or BH","Wed",4,52,12.8,-233,100,552.026,"2023-07-19T04:00:00Z"
"2027","63599","EPA or BH","Wed",5,56,14.7,-233,100,550.419,"2023-07-19T05:00:00Z"
"2028","63599","EPA or BH","Wed",6,56,14.4,-233,100,551.194,"2023-07-19T06:00:00Z"
"2029","63599","EPA or BH","Wed",7,47,11.3,-233,100,548.379,"2023-07-19T07:00:00Z"
"2030","63599","EPA or BH","Wed",8,48,11.6,-233,100,548.625,"2023-07-19T08:00:00Z"
"2031","63599","EPA or BH","Wed",9,51,12.1,-233,100,552.826,"2023-07-19T09:00:00Z"
"2032","63599","EPA or BH","Wed",10,53,13.1,-233,100,548.095,"2023-07-19T10:00:00Z"
"2033","63599","EPA or BH","Wed",11,51,12.2,-233,100,551.133,"2023-07-19T11:00:00Z"
"2034","63599","EPA or BH","Wed",12,54,13.6,-233,100,548.831,"2023-07-19T12:00:00Z"
"2035","63599","EPA or BH","Wed",13,55,14,-233,100,549.257,"2023-07-19T13:00:00Z"
"2036","63599","EPA or BH","Wed",14,53,13.1,-233,100,551.486,"2023-07-19T14:00:00Z"
"2037","63599","EPA or BH","Wed",15,56,14.5,-233,98.566,560.098,"2023-07-19T15:00:00Z"
"2038","63599","EPA or BH","Wed",16,59,16,-233,88.433,567.423,"2023-07-19T16:00:00Z"
"2039","63599","EPA or BH","Wed",17,60,16.5,-233,72.233,565.076,"2023-07-19T17:00:00Z"
"2040","63599","EPA or BH","Wed",18,53,13.1,-233,57.567,560.164,"2023-07-19T18:00:00Z"
"2041","63599","EPA or BH","Wed",19,38,9.2,-233,51.867,559.863,"2023-07-19T19:00:00Z"
"2042","63599","EPA or BH","Wed",20,26,6.2,-233,49.9,560.832,"2023-07-19T20:00:00Z"
"2043","63599","EPA or BH","Wed",21,22,5.2,-233,51.667,561.448,"2023-07-19T21:00:00Z"
"2044","63599","EPA or BH","Wed",22,24,5.8,-233,55.867,562.39,"2023-07-19T22:00:00Z"
"2045","63599","EPA or BH","Wed",23,28,6.6,-233,61.434,563.755,"2023-07-19T23:00:00Z"
"2046","63599","EPA or BH","Thu",0,28,6.7,-233,67.967,565.186,"2023-07-20T00:00:00Z"
"2047","63599","EPA or BH","Thu",1,33,8,-233,76.9,566.669,"2023-07-20T01:00:00Z"
"2048","63599","EPA or BH","Thu",2,40,9.5,-233,87.434,566.742,"2023-07-20T02:00:00Z"
"2049","63599","EPA or BH","Thu",3,43,10.3,-233,93.133,563.587,"2023-07-20T03:00:00Z"
"2050","63599","EPA or BH","Thu",4,47,11.3,-233,97.7,562.047,"2023-07-20T04:00:00Z"
"2051","63599","EPA or BH","Thu",5,48,11.5,-233,100,558.534,"2023-07-20T05:00:00Z"
"2052","63599","EPA or BH","Thu",6,42,10.1,-233,100,555.386,"2023-07-20T06:00:00Z"
"2053","63599","EPA or BH","Thu",7,49,11.8,-233,100,555.484,"2023-07-20T07:00:00Z"
"2054","63599","EPA or BH","Thu",8,47,11.2,-233,100,556.255,"2023-07-20T08:00:00Z"
"2055","63599","EPA or BH","Thu",9,50,11.9,-233,100,547.858,"2023-07-20T09:00:00Z"
"2056","63599","EPA or BH","Thu",10,56,14.3,-233,100,532.671,"2023-07-20T10:00:00Z"
"2057","63599","EPA or BH","Thu",11,61,16.8,-233,100,534.513,"2023-07-20T11:00:00Z"
"2058","63599","EPA or BH","Thu",12,63,18,-233,100,536.288,"2023-07-20T12:00:00Z"
"2059","63599","EPA or BH","Thu",13,67,19.5,-233,100,537.947,"2023-07-20T13:00:00Z"
"2060","63599","EPA or BH","Thu",14,64,18.2,-233,100,537.916,"2023-07-20T14:00:00Z"
"2061","63599","EPA or BH","Thu",15,60,16.6,-233,100,546.478,"2023-07-20T15:00:00Z"
"2062","63599","EPA or BH","Thu",16,62,17.3,-233,97,557.964,"2023-07-20T16:00:00Z"
"2063","63599","EPA or BH","Thu",17,61,16.7,-233,78,565.37,"2023-07-20T17:00:00Z"
"2064","63599","EPA or BH","Thu",18,60,16.3,-233,63.033,558.801,"2023-07-20T18:00:00Z"
"2065","63599","EPA or BH","Thu",19,58,15.4,-233,52.8,556.341,"2023-07-20T19:00:00Z"
"2066","63599","EPA or BH","Thu",20,52,12.4,-233,46.667,560.045,"2023-07-20T20:00:00Z"
"2067","63599","EPA or BH","Thu",21,52,12.8,-233,44.1,560.22,"2023-07-20T21:00:00Z"
"2068","63599","EPA or BH","Thu",22,51,12.2,-233,45.767,560.433,"2023-07-20T22:00:00Z"
"2069","63599","EPA or BH","Thu",23,45,10.9,-233,50.867,559.628,"2023-07-20T23:00:00Z"
"2070","63599","EPA or BH","Fri",0,29,6.9,-233,60.167,563.978,"2023-07-21T00:00:00Z"
"2071","63599","EPA or BH","Fri",1,25,6,-233,73.767,567.258,"2023-07-21T01:00:00Z"
"2072","63599","EPA or BH","Fri",2,40,9.5,-233,82.5,567.162,"2023-07-21T02:00:00Z"
"2073","63599","EPA or BH","Fri",3,58,15.5,-233,89.3,564.378,"2023-07-21T03:00:00Z"
"2074","63599","EPA or BH","Fri",4,58,15.2,-233,95.3,561.325,"2023-07-21T04:00:00Z"
"2075","63599","EPA or BH","Fri",5,52,12.8,-233,98.466,559.22,"2023-07-21T05:00:00Z"
"2076","63599","EPA or BH","Fri",6,38,9.2,-233,99.8,556.863,"2023-07-21T06:00:00Z"
"2077","63599","EPA or BH","Fri",7,36,8.6,-233,97.9,564.16,"2023-07-21T07:00:00Z"
"2078","63599","EPA or BH","Fri",8,35,8.5,-233,99.633,563.375,"2023-07-21T08:00:00Z"
"2079","63599","EPA or BH","Fri",9,36,8.7,-233,100,560.591,"2023-07-21T09:00:00Z"
"2080","63599","EPA or BH","Fri",10,37,8.9,-233,100,559.607,"2023-07-21T10:00:00Z"
"2081","63599","EPA or BH","Fri",11,40,9.7,-233,100,558.249,"2023-07-21T11:00:00Z"
"2082","63599","EPA or BH","Fri",12,42,10,-233,100,558.609,"2023-07-21T12:00:00Z"
"2083","63599","EPA or BH","Fri",13,50,12,-233,100,551.333,"2023-07-21T13:00:00Z"
"2084","63599","EPA or BH","Fri",14,50,11.9,-233,100,536.731,"2023-07-21T14:00:00Z"
"2085","63599","EPA or BH","Fri",15,39,9.4,-233,100,529.892,"2023-07-21T15:00:00Z"
"2086","63599","EPA or BH","Fri",16,40,9.6,-233,92.834,558.592,"2023-07-21T16:00:00Z"
"2087","63599","EPA or BH","Fri",17,40,9.5,-233,74.466,565.744,"2023-07-21T17:00:00Z"
"2088","63599","EPA or BH","Fri",18,38,9.2,-233,59.133,560.945,"2023-07-21T18:00:00Z"
"2089","63599","EPA or BH","Fri",19,34,8.2,-233,48.2,560.639,"2023-07-21T19:00:00Z"
"2090","63599","EPA or BH","Fri",20,33,7.9,-233,42.867,563.904,"2023-07-21T20:00:00Z"
"2091","63599","EPA or BH","Fri",21,35,8.3,-233,41.267,564.261,"2023-07-21T21:00:00Z"
"2092","63599","EPA or BH","Fri",22,35,8.5,-233,38.6,567.809,"2023-07-21T22:00:00Z"
"2093","63599","EPA or BH","Fri",23,26,6.2,-233,38.833,565.431,"2023-07-21T23:00:00Z"
"2094","63599","EPA or BH","Sat",0,19,4.5,-233,45.367,562.766,"2023-07-22T00:00:00Z"
"2095","63599","EPA or BH","Sat",1,21,5,-233,50.2,562.887,"2023-07-22T01:00:00Z"
"2096","63599","EPA or BH","Sat",2,26,6.3,-233,63.1,565.042,"2023-07-22T02:00:00Z"
"2097","63599","EPA or BH","Sat",3,28,6.8,-233,80.5,566.406,"2023-07-22T03:00:00Z"
"2098","63599","EPA or BH","Sat",4,25,5.9,-233,93.3,563.445,"2023-07-22T04:00:00Z"
"2099","63599","EPA or BH","Sat",5,25,6,-233,97.8,561.103,"2023-07-22T05:00:00Z"
"2100","63599","EPA or BH","Sat",6,28,6.6,-233,99.9,559.853,"2023-07-22T06:00:00Z"
"2101","63599","EPA or BH","Sat",7,25,6.1,-233,99.867,560.566,"2023-07-22T07:00:00Z"
"2102","63599","EPA or BH","Sat",8,24,5.8,-233,100,557.907,"2023-07-22T08:00:00Z"
"2103","63599","EPA or BH","Sat",9,25,6,-233,100,557.879,"2023-07-22T09:00:00Z"
"2104","63599","EPA or BH","Sat",10,23,5.5,-233,100,555.729,"2023-07-22T10:00:00Z"
"2105","63599","EPA or BH","Sat",11,24,5.8,-233,100,551.415,"2023-07-22T11:00:00Z"
"2106","63599","EPA or BH","Sat",12,25,5.9,-233,100,551.122,"2023-07-22T12:00:00Z"
"2107","63599","EPA or BH","Sat",13,25,6,-233,100,553.205,"2023-07-22T13:00:00Z"
"2108","63599","EPA or BH","Sat",14,25,6.1,-233,100,545.609,"2023-07-22T14:00:00Z"
"2109","63599","EPA or BH","Sat",15,23,5.5,-233,99,556.734,"2023-07-22T15:00:00Z"
"2110","63599","EPA or BH","Sat",16,24,5.7,-233,88.567,563.144,"2023-07-22T16:00:00Z"
"2111","63599","EPA or BH","Sat",17,28,6.7,-233,66.633,561.27,"2023-07-22T17:00:00Z"
"2112","63599","EPA or BH","Sat",18,23,5.4,-233,50.934,559.654,"2023-07-22T18:00:00Z"
"2113","63599","EPA or BH","Sat",19,21,5.1,-233,41.367,566.724,"2023-07-22T19:00:00Z"
"2114","63599","EPA or BH","Sat",20,24,5.7,-233,35.367,579.17,"2023-07-22T20:00:00Z"
"2115","63599","EPA or BH","Sat",21,24,5.8,-233,34.133,578.46,"2023-07-22T21:00:00Z"
"2116","63599","EPA or BH","Sat",22,27,6.4,-233,35.333,574.615,"2023-07-22T22:00:00Z"
"2117","63599","EPA or BH","Sat",23,30,7.1,-233,40.334,563.395,"2023-07-22T23:00:00Z"
"2118","63617","EPA or BH","Sun",0,54,13.4,94.534,27.4,1010.993,"2023-07-16T00:00:00Z"
"2119","63617","EPA or BH","Sun",1,55,13.9,94.067,28.233,1010.743,"2023-07-16T01:00:00Z"
"2120","63617","EPA or BH","Sun",2,35,8.4,91.833,29.334,1010.757,"2023-07-16T02:00:00Z"
"2121","63617","EPA or BH","Sun",3,28,6.7,81.033,38.733,1010.861,"2023-07-16T03:00:00Z"
"2122","63617","EPA or BH","Sun",4,33,8,76,45.867,1011.423,"2023-07-16T04:00:00Z"
"2123","63617","EPA or BH","Sun",5,29,7,72.466,51.834,1012.046,"2023-07-16T05:00:00Z"
"2124","63617","EPA or BH","Sun",6,28,6.7,70.733,56.1,1012.122,"2023-07-16T06:00:00Z"
"2125","63617","EPA or BH","Sun",7,30,7.1,69.9,58.067,1012.112,"2023-07-16T07:00:00Z"
"2126","63617","EPA or BH","Sun",8,23,5.6,69,59.6,1011.99,"2023-07-16T08:00:00Z"
"2127","63617","EPA or BH","Sun",9,22,5.2,68.3,60.967,1011.728,"2023-07-16T09:00:00Z"
"2128","63617","EPA or BH","Sun",10,25,6.1,68,61.8,1011.524,"2023-07-16T10:00:00Z"
"2129","63617","EPA or BH","Sun",11,26,6.3,67.434,61.666,1011.516,"2023-07-16T11:00:00Z"
"2130","63617","EPA or BH","Sun",12,24,5.8,66.933,61.733,1011.283,"2023-07-16T12:00:00Z"
"2131","63617","EPA or BH","Sun",13,23,5.6,67.633,60.933,1011.358,"2023-07-16T13:00:00Z"
"2132","63617","EPA or BH","Sun",14,23,5.5,70.6,58.367,1011.645,"2023-07-16T14:00:00Z"
"2133","63617","EPA or BH","Sun",15,21,5.1,73.666,56.433,1011.827,"2023-07-16T15:00:00Z"
"2134","63617","EPA or BH","Sun",16,22,5.2,77.334,51.8,1011.948,"2023-07-16T16:00:00Z"
"2135","63617","EPA or BH","Sun",17,23,5.6,81.3,47,1011.937,"2023-07-16T17:00:00Z"
"2136","63617","EPA or BH","Sun",18,26,6.2,86.267,41.767,1012.035,"2023-07-16T18:00:00Z"
"2137","63617","EPA or BH","Sun",19,31,7.4,90,37,1011.891,"2023-07-16T19:00:00Z"
"2138","63617","EPA or BH","Sun",20,32,7.8,93.034,31.9,1011.693,"2023-07-16T20:00:00Z"
"2139","63617","EPA or BH","Sun",21,35,8.4,92.733,31.166,1011.403,"2023-07-16T21:00:00Z"
"2140","63617","EPA or BH","Sun",22,33,8,91,32,1011.054,"2023-07-16T22:00:00Z"
"2141","63617","EPA or BH","Sun",23,32,7.8,88.5,33.334,1010.991,"2023-07-16T23:00:00Z"
"2142","63617","EPA or BH","Mon",0,31,7.4,87.633,34.667,1010.9,"2023-07-17T00:00:00Z"
"2143","63617","EPA or BH","Mon",1,30,7.2,84.034,39.067,1010.839,"2023-07-17T01:00:00Z"
"2144","63617","EPA or BH","Mon",2,29,6.9,78.733,45.5,1011.186,"2023-07-17T02:00:00Z"
"2145","63617","EPA or BH","Mon",3,29,6.9,75.3,51.067,1011.693,"2023-07-17T03:00:00Z"
"2146","63617","EPA or BH","Mon",4,26,6.3,73.9,53.067,1012.233,"2023-07-17T04:00:00Z"
"2147","63617","EPA or BH","Mon",5,24,5.7,73.733,54.233,1012.614,"2023-07-17T05:00:00Z"
"2148","63617","EPA or BH","Mon",6,23,5.6,73.966,54,1012.89,"2023-07-17T06:00:00Z"
"2149","63617","EPA or BH","Mon",7,23,5.4,73.133,53.6,1012.597,"2023-07-17T07:00:00Z"
"2150","63617","EPA or BH","Mon",8,22,5.3,72.767,54.767,1012.477,"2023-07-17T08:00:00Z"
"2151","63617","EPA or BH","Mon",9,22,5.3,72,53.433,1012.337,"2023-07-17T09:00:00Z"
"2152","63617","EPA or BH","Mon",10,22,5.2,71.267,53.9,1012.247,"2023-07-17T10:00:00Z"
"2153","63617","EPA or BH","Mon",11,22,5.2,71.966,55.6,1012.135,"2023-07-17T11:00:00Z"
"2154","63617","EPA or BH","Mon",12,22,5.2,71.2,56.334,1012.029,"2023-07-17T12:00:00Z"
"2155","63617","EPA or BH","Mon",13,22,5.3,71,57.433,1012.169,"2023-07-17T13:00:00Z"
"2156","63617","EPA or BH","Mon",14,22,5.3,72.1,54.466,1012.555,"2023-07-17T14:00:00Z"
"2157","63617","EPA or BH","Mon",15,22,5.3,74.9,51.633,1012.881,"2023-07-17T15:00:00Z"
"2158","63617","EPA or BH","Mon",16,22,5.3,74.767,49.6,1012.949,"2023-07-17T16:00:00Z"
"2159","63617","EPA or BH","Mon",17,23,5.6,79.767,46.166,1013.275,"2023-07-17T17:00:00Z"
"2160","63617","EPA or BH","Mon",18,25,5.9,83.933,39.933,1012.839,"2023-07-17T18:00:00Z"
"2161","63617","EPA or BH","Mon",19,115,41,88.233,35.867,1012.636,"2023-07-17T19:00:00Z"
"2162","63617","EPA or BH","Mon",20,165,82.1,91.466,31.466,1012.229,"2023-07-17T20:00:00Z"
"2163","63617","EPA or BH","Mon",21,26,6.2,92.267,31.566,1012.131,"2023-07-17T21:00:00Z"
"2164","63617","EPA or BH","Mon",22,23,5.5,91.166,31.2,1011.654,"2023-07-17T22:00:00Z"
"2165","63617","EPA or BH","Mon",23,21,5.1,91.434,30.534,1011.267,"2023-07-17T23:00:00Z"
"2166","63617","EPA or BH","Tue",0,20,4.9,91.567,29.334,1011.185,"2023-07-18T00:00:00Z"
"2167","63617","EPA or BH","Tue",1,21,5,91.6,31.467,1011.284,"2023-07-18T01:00:00Z"
"2168","63617","EPA or BH","Tue",2,23,5.4,88.666,34.334,1011.697,"2023-07-18T02:00:00Z"
"2169","63617","EPA or BH","Tue",3,28,6.6,78.867,45.367,1012.084,"2023-07-18T03:00:00Z"
"2170","63617","EPA or BH","Tue",4,32,7.7,74.066,50.934,1012.572,"2023-07-18T04:00:00Z"
"2171","63617","EPA or BH","Tue",5,38,9.2,72.8,51.933,1013.091,"2023-07-18T05:00:00Z"
"2172","63617","EPA or BH","Tue",6,31,7.4,71.034,53.034,1013.081,"2023-07-18T06:00:00Z"
"2173","63617","EPA or BH","Tue",7,33,7.9,69.733,53.966,1013.038,"2023-07-18T07:00:00Z"
"2174","63617","EPA or BH","Tue",8,30,7.1,69.534,55.267,1013.27,"2023-07-18T08:00:00Z"
"2175","63617","EPA or BH","Tue",9,32,7.7,68.8,56.833,1013.174,"2023-07-18T09:00:00Z"
"2176","63617","EPA or BH","Tue",10,31,7.5,68.267,57.8,1013.159,"2023-07-18T10:00:00Z"
"2177","63617","EPA or BH","Tue",11,25,6.1,67.2,57.5,1013.338,"2023-07-18T11:00:00Z"
"2178","63617","EPA or BH","Tue",12,25,6.1,66.067,57.666,1013.599,"2023-07-18T12:00:00Z"
"2179","63617","EPA or BH","Tue",13,27,6.4,65.7,59.334,1014.011,"2023-07-18T13:00:00Z"
"2180","63617","EPA or BH","Tue",14,27,6.5,68.267,58.8,1014.39,"2023-07-18T14:00:00Z"
"2181","63617","EPA or BH","Tue",15,28,6.7,70.8,56.667,1014.912,"2023-07-18T15:00:00Z"
"2182","63617","EPA or BH","Tue",16,27,6.4,73.733,51.133,1015.174,"2023-07-18T16:00:00Z"
"2183","63617","EPA or BH","Tue",17,26,6.2,76.633,46.934,1015.315,"2023-07-18T17:00:00Z"
"2184","63617","EPA or BH","Tue",18,26,6.3,78.6,44.2,1015.46,"2023-07-18T18:00:00Z"
"2185","63617","EPA or BH","Tue",19,27,6.5,80.2,42.3,1015.496,"2023-07-18T19:00:00Z"
"2186","63617","EPA or BH","Tue",20,27,6.5,82.4,40.067,1015.267,"2023-07-18T20:00:00Z"
"2187","63617","EPA or BH","Tue",21,37,8.8,82.767,38.666,1014.859,"2023-07-18T21:00:00Z"
"2188","63617","EPA or BH","Tue",22,39,9.3,82.867,38.767,1014.433,"2023-07-18T22:00:00Z"
"2189","63617","EPA or BH","Tue",23,40,9.7,81.867,39.9,1014.599,"2023-07-18T23:00:00Z"
"2190","63617","EPA or BH","Wed",0,45,10.7,80.133,41.867,1014.569,"2023-07-19T00:00:00Z"
"2191","63617","EPA or BH","Wed",1,43,10.4,80.867,41.3,1014.613,"2023-07-19T01:00:00Z"
"2192","63617","EPA or BH","Wed",2,51,12.2,77.233,44.733,1014.86,"2023-07-19T02:00:00Z"
"2193","63617","EPA or BH","Wed",3,50,12,69.833,55.5,1015.38,"2023-07-19T03:00:00Z"
"2194","63617","EPA or BH","Wed",4,55,14,67.8,58.533,1016.251,"2023-07-19T04:00:00Z"
"2195","63617","EPA or BH","Wed",5,58,15.4,67,58.733,1016.626,"2023-07-19T05:00:00Z"
